,tweet,text_cleaned,text_normal,text_tokenize,text_stemming,text_filtering,polarity_score,polarity
10,"RT @riyadisugeng167: Dengan konsep kekeluargaan bersama sama, acara Hajatan Presiden Jokowi Ngunduh Mantu dan Tasyakuran Kaesang - Erina ,…",rt riyadisugeng dengan konsep kekeluargaan bersama sama acara hajatan presiden jokowi ngunduh mantu dan tasyakuran kaesang erina,rt riyadisugeng dengan konsep kekeluargaan bersama sama acara hajatan presiden jokowi ngunduh mantu dan tasyakuran kaesang erina,"['rt', 'riyadisugeng', 'dengan', 'konsep', 'kekeluargaan', 'bersama', 'sama', 'acara', 'hajatan', 'presiden', 'jokowi', 'ngunduh', 'mantu', 'dan', 'tasyakuran', 'kaesang', 'erina']","['rt', 'riyadisugeng', 'dengan', 'konsep', 'keluarga', 'sama', 'sama', 'acara', 'hajat', 'presiden', 'jokowi', 'ngunduh', 'mantu', 'dan', 'tasyakur', 'kaesang', 'erina']","['rt', 'riyadisugeng', 'konsep', 'keluarga', 'acara', 'hajat', 'presiden', 'jokowi', 'ngunduh', 'mantu', 'tasyakur', 'kaesang', 'erina']",13,1
11,"RT @riyadisugeng167: Erick Thohir sebagai ketua panitia pernikahan Kaesang - Erina, dekat dengan Kaesang yang sudah dianggap seperti kepona…",rt riyadisugeng erick thohir sebagai ketua panitia pernikahan kaesang erina dekat dengan kaesang yang sudah dianggap seperti kepona,rt riyadisugeng erick thohir sebagai ketua panitia pernikahan kaesang erina dekat dengan kaesang yang sudah dianggap seperti kepona,"['rt', 'riyadisugeng', 'erick', 'thohir', 'sebagai', 'ketua', 'panitia', 'pernikahan', 'kaesang', 'erina', 'dekat', 'dengan', 'kaesang', 'yang', 'sudah', 'dianggap', 'seperti', 'kepona']","['rt', 'riyadisugeng', 'erick', 'thohir', 'bagai', 'ketua', 'panitia', 'nikah', 'kaesang', 'erina', 'dekat', 'dengan', 'kaesang', 'yang', 'sudah', 'anggap', 'seperti', 'kepona']","['rt', 'riyadisugeng', 'erick', 'thohir', 'ketua', 'panitia', 'nikah', 'kaesang', 'erina', 'kaesang', 'anggap', 'kepona']",-8,0
12,@kaesangp Pasti 99% mas kaesang ga tau tamunya,kaesangp pasti mas kaesang enggak tahu tamunya,kaesangp pasti mas kaesang enggak tahu tamunya,"['kaesangp', 'pasti', 'mas', 'kaesang', 'enggak', 'tahu', 'tamunya']","['kaesangp', 'pasti', 'mas', 'kaesang', 'enggak', 'tahu', 'tamu']","['kaesangp', 'mas', 'kaesang', 'tamu']",3,1
13,@SantorinisSun Salah itu kata2 nya bapak nya wali kota..pak de gibran walikota..gibran kk nya kahiyang jd manggil n… https://t.co/LQIKv7xg6f,santorinissun salah itu kata nya bapak nya wali kota pak deh gibran walikota gibran kakak nya kahiyang jadi panggil cowok lqikvxgf,santorinissun salah itu kata nya bapak nya wali kota pak deh gibran walikota gibran kakak nya kahiyang jadi panggil cowok lqikvxgf,"['santorinissun', 'salah', 'itu', 'kata', 'nya', 'bapak', 'nya', 'wali', 'kota', 'pak', 'deh', 'gibran', 'walikota', 'gibran', 'kakak', 'nya', 'kahiyang', 'jadi', 'panggil', 'cowok', 'lqikvxgf']","['santorinissun', 'salah', 'itu', 'kata', 'nya', 'bapak', 'nya', 'wali', 'kota', 'pak', 'deh', 'gibran', 'walikota', 'gibran', 'kakak', 'nya', 'kahiyang', 'jadi', 'panggil', 'cowok', 'lqikvxgf']","['santorinissun', 'salah', 'nya', 'nya', 'wali', 'kota', 'deh', 'gibran', 'walikota', 'gibran', 'kakak', 'nya', 'kahiyang', 'panggil', 'cowok', 'lqikvxgf']",-10,0
14,"RT @riyadisugeng167: Menteri BUMN Erick Thohir disambut meriah relawan Jokowi , ada belasan ribu relawan dari berbagai kota yang hadir untu…",rt riyadisugeng menteri bumn erick thohir disambut meriah relawan jokowi ada belasan ribu relawan dari berbagai kota yang hadir untu,rt riyadisugeng menteri bumn erick thohir disambut meriah relawan jokowi ada belasan ribu relawan dari berbagai kota yang hadir untu,"['rt', 'riyadisugeng', 'menteri', 'bumn', 'erick', 'thohir', 'disambut', 'meriah', 'relawan', 'jokowi', 'ada', 'belasan', 'ribu', 'relawan', 'dari', 'berbagai', 'kota', 'yang', 'hadir', 'untu']","['rt', 'riyadisugeng', 'menteri', 'bumn', 'erick', 'thohir', 'sambut', 'riah', 'rawan', 'jokowi', 'ada', 'bas', 'ribu', 'rawan', 'dari', 'bagai', 'kota', 'yang', 'hadir', 'untu']","['rt', 'riyadisugeng', 'menteri', 'bumn', 'erick', 'thohir', 'sambut', 'riah', 'rawan', 'jokowi', 'bas', 'ribu', 'rawan', 'kota', 'hadir', 'untu']",-3,0
15,"aku sneng bgt liat komenan di akun mas kaesang, berasa sm temen bgt heran😭",aku senang banget lihat komentar di akun mas kaesang berasa sama teman banget heran,aku senang banget lihat komentar di akun mas kaesang berasa sama teman banget heran,"['aku', 'senang', 'banget', 'lihat', 'komentar', 'di', 'akun', 'mas', 'kaesang', 'berasa', 'sama', 'teman', 'banget', 'heran']","['aku', 'senang', 'banget', 'lihat', 'komentar', 'di', 'akun', 'mas', 'kaesang', 'asa', 'sama', 'teman', 'banget', 'heran']","['senang', 'banget', 'lihat', 'komentar', 'akun', 'mas', 'kaesang', 'asa', 'teman', 'banget', 'heran']",9,1
16,"RT @jokowi: Menerima Sheikh Khalid bin Mohamed bin Zayed Al Nahyan dari Persatuan Emirat Arab di Masjid Raya Sheikh Zayed Solo, sore tadi.…",rt jokowi menerima sheikh khalid bin mohamed bin zayed al nahyan dari persatuan emirat arab di masjid raya sheikh zayed solo sore tadi,rt jokowi menerima sheikh khalid bin mohamed bin zayed al nahyan dari persatuan emirat arab di masjid raya sheikh zayed solo sore tadi,"['rt', 'jokowi', 'menerima', 'sheikh', 'khalid', 'bin', 'mohamed', 'bin', 'zayed', 'al', 'nahyan', 'dari', 'persatuan', 'emirat', 'arab', 'di', 'masjid', 'raya', 'sheikh', 'zayed', 'solo', 'sore', 'tadi']","['rt', 'jokowi', 'terima', 'sheikh', 'khalid', 'bin', 'mohamed', 'bin', 'zayed', 'al', 'nahyan', 'dari', 'satu', 'emirat', 'arab', 'di', 'masjid', 'raya', 'sheikh', 'zayed', 'solo', 'sore', 'tadi']","['rt', 'jokowi', 'terima', 'sheikh', 'khalid', 'bin', 'mohamed', 'bin', 'zayed', 'al', 'nahyan', 'emirat', 'arab', 'masjid', 'raya', 'sheikh', 'zayed', 'solo', 'sore']",5,1
17,Prabowo tampak sempat salim dengan Megawati. Mending Prabowo https://t.co/kDnqc671gX dekade08,prabowo tampak sempat salim dengan megawati lebih baik prabowo cowok kdnqcgx dekade,prabowo tampak sempat salim dengan megawati lebih baik prabowo cowok kdnqcgx dekade,"['prabowo', 'tampak', 'sempat', 'salim', 'dengan', 'megawati', 'lebih', 'baik', 'prabowo', 'cowok', 'kdnqcgx', 'dekade']","['prabowo', 'tampak', 'sempat', 'salim', 'dengan', 'megawati', 'lebih', 'baik', 'prabowo', 'cowok', 'kdnqcgx', 'dekade']","['prabowo', 'salim', 'megawati', 'prabowo', 'cowok', 'kdnqcgx', 'dekade']",5,1
18,"RT @Retnowonosari: Menurut Menteri BUMN @erickthohir berpendapat Kota Solo jangan sampai kehilangan budayanya. 
Pernikahan Kaesang - Erina…",rt retnowonosari menurut menteri bumn erickthohir berpendapat kota solo jangan sampai kehilangan budayanya pernikahan kaesang erina,rt retnowonosari menurut menteri bumn erickthohir berpendapat kota solo jangan sampai kehilangan budayanya pernikahan kaesang erina,"['rt', 'retnowonosari', 'menurut', 'menteri', 'bumn', 'erickthohir', 'berpendapat', 'kota', 'solo', 'jangan', 'sampai', 'kehilangan', 'budayanya', 'pernikahan', 'kaesang', 'erina']","['rt', 'retnowonosari', 'turut', 'menteri', 'bumn', 'erickthohir', 'dapat', 'kota', 'solo', 'jangan', 'sampai', 'hilang', 'budaya', 'nikah', 'kaesang', 'erina']","['rt', 'retnowonosari', 'menteri', 'bumn', 'erickthohir', 'kota', 'solo', 'hilang', 'budaya', 'nikah', 'kaesang', 'erina']",-4,0
19,"RT @Retnowonosari: Erick Thohir itu membantu Presiden Jokowi sebagai orang pribadi bukan sebagai Menteri.
Beliau sdh seperti saudara dan me…",rt retnowonosari erick thohir itu membantu presiden jokowi sebagai orang pribadi bukan sebagai menteri beliau sudah seperti saudara dan me,rt retnowonosari erick thohir itu membantu presiden jokowi sebagai orang pribadi bukan sebagai menteri beliau sudah seperti saudara dan me,"['rt', 'retnowonosari', 'erick', 'thohir', 'itu', 'membantu', 'presiden', 'jokowi', 'sebagai', 'orang', 'pribadi', 'bukan', 'sebagai', 'menteri', 'beliau', 'sudah', 'seperti', 'saudara', 'dan', 'me']","['rt', 'retnowonosari', 'erick', 'thohir', 'itu', 'bantu', 'presiden', 'jokowi', 'bagai', 'orang', 'pribadi', 'bukan', 'bagai', 'menteri', 'beliau', 'sudah', 'seperti', 'saudara', 'dan', 'me']","['rt', 'retnowonosari', 'erick', 'thohir', 'bantu', 'presiden', 'jokowi', 'orang', 'pribadi', 'menteri', 'beliau', 'saudara', 'me']",-8,0
20,"RT @FlorenciaAlmnd: ""Bapak - Bapak DOKTORAL yang terhormat Sini Baca Utas Floren Ya semoga tercerahkan pak!!!""

 pernikahan kak kaesang dan…",rt florenciaalmnd bapak bapak doktoral yang terhormat sini baca utas floren iya semoga tercerahkan pak pernikahan kak kaesang dan,rt florenciaalmnd bapak bapak doktoral yang terhormat sini baca utas floren iya semoga tercerahkan pak pernikahan kak kaesang dan,"['rt', 'florenciaalmnd', 'bapak', 'bapak', 'doktoral', 'yang', 'terhormat', 'sini', 'baca', 'utas', 'floren', 'iya', 'semoga', 'tercerahkan', 'pak', 'pernikahan', 'kak', 'kaesang', 'dan']","['rt', 'florenciaalmnd', 'bapak', 'bapak', 'doktoral', 'yang', 'hormat', 'sini', 'baca', 'utas', 'floren', 'iya', 'moga', 'cerah', 'pak', 'nikah', 'kak', 'kaesang', 'dan']","['rt', 'florenciaalmnd', 'doktoral', 'hormat', 'baca', 'utas', 'floren', 'iya', 'moga', 'cerah', 'nikah', 'kak', 'kaesang']",1,1
21,Momen Prabowo Salim dengan Megawati di Tasyakuran Kaesang. Mending Prabowo https://t.co/kDnqc5OS2P dekade08,momen prabowo salim dengan megawati di tasyakuran kaesang lebih baik prabowo cowok kdnqcosp dekade,momen prabowo salim dengan megawati di tasyakuran kaesang lebih baik prabowo cowok kdnqcosp dekade,"['momen', 'prabowo', 'salim', 'dengan', 'megawati', 'di', 'tasyakuran', 'kaesang', 'lebih', 'baik', 'prabowo', 'cowok', 'kdnqcosp', 'dekade']","['momen', 'prabowo', 'salim', 'dengan', 'megawati', 'di', 'tasyakur', 'kaesang', 'lebih', 'baik', 'prabowo', 'cowok', 'kdnqcosp', 'dekade']","['momen', 'prabowo', 'salim', 'megawati', 'tasyakur', 'kaesang', 'prabowo', 'cowok', 'kdnqcosp', 'dekade']",7,1
22,Baju Prabowo serupa dengan baju para menteri Kabinet Indonesi Maju. Beskap hitam menjadi seragam para anak buah Jok… https://t.co/inv0FMTOF4,baju prabowo serupa dengan baju para menteri kabinet indonesi maju beskap hitam menjadi seragam para anak buah jok cowok invfmtof,baju prabowo serupa dengan baju para menteri kabinet indonesi maju beskap hitam menjadi seragam para anak buah jok cowok invfmtof,"['baju', 'prabowo', 'serupa', 'dengan', 'baju', 'para', 'menteri', 'kabinet', 'indonesi', 'maju', 'beskap', 'hitam', 'menjadi', 'seragam', 'para', 'anak', 'buah', 'jok', 'cowok', 'invfmtof']","['baju', 'prabowo', 'rupa', 'dengan', 'baju', 'para', 'menteri', 'kabinet', 'indonesi', 'maju', 'beskap', 'hitam', 'jadi', 'seragam', 'para', 'anak', 'buah', 'jok', 'cowok', 'invfmtof']","['baju', 'prabowo', 'rupa', 'baju', 'menteri', 'kabinet', 'indonesi', 'maju', 'beskap', 'hitam', 'seragam', 'anak', 'buah', 'jok', 'cowok', 'invfmtof']",-5,0
23,"Hukum Menelantarkan Anak dalam Islam.
Baca 👉 https://t.co/gSRipL3VS2
.
Trend 🚀 Alhamdulillah Kaesang Pagiii Senin S… https://t.co/BZLUpZvp5z",hukum menelantarkan anak dalam islam baca cowok gsriplvs trend alhamdulillah kaesang pagiii senin cowok bzlupzvpz,hukum menelantarkan anak dalam islam baca cowok gsriplvs trend alhamdulillah kaesang pagiii senin cowok bzlupzvpz,"['hukum', 'menelantarkan', 'anak', 'dalam', 'islam', 'baca', 'cowok', 'gsriplvs', 'trend', 'alhamdulillah', 'kaesang', 'pagiii', 'senin', 'cowok', 'bzlupzvpz']","['hukum', 'telantar', 'anak', 'dalam', 'islam', 'baca', 'cowok', 'gsriplvs', 'trend', 'alhamdulillah', 'kaesang', 'pagiii', 'senin', 'cowok', 'bzlupzvpz']","['hukum', 'telantar', 'anak', 'islam', 'baca', 'cowok', 'gsriplvs', 'trend', 'alhamdulillah', 'kaesang', 'pagiii', 'senin', 'cowok', 'bzlupzvpz']",11,1
24,"Pakai Blangkon dan Beskap Hitam, Prabowo Hadiri Resepsi Kaesang-Erina. Mending Prabowo https://t.co/AUoKhzg2yS dekade08",pakai blangkon dan beskap hitam prabowo hadiri resepsi kaesang erina lebih baik prabowo cowok auokhzgys dekade,pakai blangkon dan beskap hitam prabowo hadiri resepsi kaesang erina lebih baik prabowo cowok auokhzgys dekade,"['pakai', 'blangkon', 'dan', 'beskap', 'hitam', 'prabowo', 'hadiri', 'resepsi', 'kaesang', 'erina', 'lebih', 'baik', 'prabowo', 'cowok', 'auokhzgys', 'dekade']","['pakai', 'blangkon', 'dan', 'beskap', 'hitam', 'prabowo', 'hadir', 'resepsi', 'kaesang', 'erina', 'lebih', 'baik', 'prabowo', 'cowok', 'auokhzgys', 'dekade']","['pakai', 'blangkon', 'beskap', 'hitam', 'prabowo', 'hadir', 'resepsi', 'kaesang', 'erina', 'prabowo', 'cowok', 'auokhzgys', 'dekade']",-1,0
25,"@MARQUEZ__93 Itu Sby &amp; klg besar + CT &amp; klg. Mau ke tasyakuran Kaesang. 
Rasanya hal ini gak masalah, karna rombong… https://t.co/HqGI5MvtEZ",marquez__ itu surabaya amp keluarga besar ct amp keluarga mau ke tasyakuran kaesang rasanya hal ini enggak masalah karena rombong cowok hqgimvtez,marquez__ itu surabaya amp keluarga besar ct amp keluarga mau ke tasyakuran kaesang rasanya hal ini enggak masalah karena rombong cowok hqgimvtez,"['marquez__', 'itu', 'surabaya', 'amp', 'keluarga', 'besar', 'ct', 'amp', 'keluarga', 'mau', 'ke', 'tasyakuran', 'kaesang', 'rasanya', 'hal', 'ini', 'enggak', 'masalah', 'karena', 'rombong', 'cowok', 'hqgimvtez']","['marquez', 'itu', 'surabaya', 'amp', 'keluarga', 'besar', 'ct', 'amp', 'keluarga', 'mau', 'ke', 'tasyakur', 'kaesang', 'rasa', 'hal', 'ini', 'enggak', 'masalah', 'karena', 'rombong', 'cowok', 'hqgimvtez']","['marquez', 'surabaya', 'amp', 'keluarga', 'ct', 'amp', 'keluarga', 'tasyakur', 'kaesang', 'rombong', 'cowok', 'hqgimvtez']",-1,0
26,"RT @txtdarishawol: TAEKEY debut di Twitter kak Kaesang 😂🤣
#SHINee @SHINee #KEY #TAEMIN https://t.co/DpzuOXnx33",rt txtdarishawol taekey debut di twitter kak kaesang shinee shinee key taemin cowok dpzuoxnx,rt txtdarishawol taekey debut di twitter kak kaesang shinee shinee key taemin cowok dpzuoxnx,"['rt', 'txtdarishawol', 'taekey', 'debut', 'di', 'twitter', 'kak', 'kaesang', 'shinee', 'shinee', 'key', 'taemin', 'cowok', 'dpzuoxnx']","['rt', 'txtdarishawol', 'taekey', 'debut', 'di', 'twitter', 'kak', 'kaesang', 'shinee', 'shinee', 'key', 'taemin', 'cowok', 'dpzuoxnx']","['rt', 'txtdarishawol', 'taekey', 'debut', 'twitter', 'kak', 'kaesang', 'shinee', 'shinee', 'key', 'taemin', 'cowok', 'dpzuoxnx']",0,1
27,"Menteri BUMN Erick Thohir disambut meriah relawan Jokowi , ada belasan ribu relawan dari berbagai kota yang hadir u… https://t.co/zF2TdhFUkj",menteri bumn erick thohir disambut meriah relawan jokowi ada belasan ribu relawan dari berbagai kota yang hadir cowok zftdhfukj,menteri bumn erick thohir disambut meriah relawan jokowi ada belasan ribu relawan dari berbagai kota yang hadir cowok zftdhfukj,"['menteri', 'bumn', 'erick', 'thohir', 'disambut', 'meriah', 'relawan', 'jokowi', 'ada', 'belasan', 'ribu', 'relawan', 'dari', 'berbagai', 'kota', 'yang', 'hadir', 'cowok', 'zftdhfukj']","['menteri', 'bumn', 'erick', 'thohir', 'sambut', 'riah', 'rawan', 'jokowi', 'ada', 'bas', 'ribu', 'rawan', 'dari', 'bagai', 'kota', 'yang', 'hadir', 'cowok', 'zftdhfukj']","['menteri', 'bumn', 'erick', 'thohir', 'sambut', 'riah', 'rawan', 'jokowi', 'bas', 'ribu', 'rawan', 'kota', 'hadir', 'cowok', 'zftdhfukj']",-3,0
28,Prabowo hadir seorang diri. Ia banyak tersenyum menyapa undangan yang telah hadir. Mending Prabowo https://t.co/AUoKhzg2yS dekade08,prabowo hadir seorang diri ia banyak tersenyum menyapa undangan yang telah hadir lebih baik prabowo cowok auokhzgys dekade,prabowo hadir seorang diri ia banyak tersenyum menyapa undangan yang telah hadir lebih baik prabowo cowok auokhzgys dekade,"['prabowo', 'hadir', 'seorang', 'diri', 'ia', 'banyak', 'tersenyum', 'menyapa', 'undangan', 'yang', 'telah', 'hadir', 'lebih', 'baik', 'prabowo', 'cowok', 'auokhzgys', 'dekade']","['prabowo', 'hadir', 'orang', 'diri', 'ia', 'banyak', 'senyum', 'sapa', 'undang', 'yang', 'telah', 'hadir', 'lebih', 'baik', 'prabowo', 'cowok', 'auokhzgys', 'dekade']","['prabowo', 'hadir', 'orang', 'senyum', 'sapa', 'undang', 'hadir', 'prabowo', 'cowok', 'auokhzgys', 'dekade']",0,1
